ligand,receptor,n_sources,sources
ADCYAP1,ADCYAP1R1,8,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
IL36B,COMPLEX:IL1RAP,1,stCASE
IL36B,COMPLEX:IL1RL2,1,stCASE
IL36G,COMPLEX:IL1RAP,1,stCASE
IL36G,COMPLEX:IL1RL2,1,stCASE
IL36RN,COMPLEX:IL1RL2,1,stCASE
IL37,COMPLEX:IL18R1,1,stCASE
IL4,COMPLEX:IL13RA2,1,stCASE
IL4,COMPLEX:IL2RG,1,stCASE
IL4,COMPLEX:IL4R,1,stCASE
IL4,IL13,1,LIANA_consensus
IL4,IL21R,1,LIANA_consensus
IL5,COMPLEX:CSF2RB,1,stCASE
IL5,COMPLEX:IL5RA,1,stCASE
IL5,CSF2RA,1,LIANA_consensus
IL6,COMPLEX:IL6R,1,stCASE
IL6,FCGR3B,1,LIANA_consensus
IL6,MUSK,1,LIANA_consensus
IL6ST,ERBB2,1,stCASE
IL6ST,ERBB3,1,stCASE
IL7,COMPLEX:IL2RG,1,stCASE
IL7,COMPLEX:IL7R,1,stCASE
IL7R,CRLF2,1,stCASE
IL8,CXCR1,1,SpaCcLink
IL8,CXCR2,1,SpaCcLink
IL8,SDC1,1,SpaCcLink
IL8,SDC2,1,SpaCcLink
IL9,COMPLEX:IL2RG,1,stCASE
IL9,COMPLEX:IL9R,1,stCASE
IMPG2,PRLR,1,LIANA_consensus
INHBA,ACTR2,1,LIANA_consensus
INHBA,COMPLEX:ACVR1B,1,stCASE
INHBB,COMPLEX:ACVR1B,1,stCASE
INHBB,COMPLEX:ACVR1C,1,stCASE
INHBC,COMPLEX:ACVR1B,1,stCASE
INHBC,COMPLEX:ACVR1C,1,stCASE
INHBE,COMPLEX:ACVR1B,1,stCASE
INHBE,COMPLEX:ACVR1C,1,stCASE
ITGA2B,ENG,1,stCASE
ITGA3,CD151,1,stCASE
ITGA4,CD81,1,stCASE
ITGA4,CD82,1,stCASE
ITGA5,CD9,1,stCASE
ITGA5,ENG,1,stCASE
ITGA6,CD151,1,stCASE
ITGA6,CD36,1,stCASE
ITGA6,CD63,1,stCASE
ITGA6,CD82,1,stCASE
ITGAV,ADGRA2,1,LARIS_neurotransmitter
ITGAV,ADGRB1,1,LARIS_neurotransmitter
ITGAV,ADGRE2,1,LARIS_neurotransmitter
ITGAV,ADGRE5,1,LARIS_neurotransmitter
ITGB1,ADGRE2,1,LARIS_neurotransmitter
ITGB1,ADGRE5,1,LARIS_neurotransmitter
ITGB1,CD151,1,stCASE
ITGB1,CD81,1,stCASE
ITGB1,ENG,1,stCASE
ITGB3,ADGRA2,1,LARIS_neurotransmitter
ITGB3,ADGRE2,1,LARIS_neurotransmitter
ITGB3,ADGRE5,1,LARIS_neurotransmitter
ITGB4,EGFR,1,stCASE
ITGB5,ADGRB1,1,LARIS_neurotransmitter
JAM2,COMPLEX:ITGA3,1,stCASE
JAM2,COMPLEX:ITGAV,1,stCASE
JAM2,ITGA4,1,LIANA_consensus
JAM3,COMPLEX:ITGAM,1,stCASE
KAL1,FGFR1,1,SpaCcLink
KAL1,SDC2,1,SpaCcLink
KIR3DS1,HLA-F,1,connectomeDB2020_lit
KIT,EPOR,1,stCASE
KIT,IL7R,1,stCASE
KITLG,LRRN3,1,LIANA_consensus
KL,FGFR1,1,LIANA_consensus
KLB,FGFR1,1,stCASE
KLK1,F2R,1,LARIS_neurotransmitter
KLK14,F2R,1,LARIS_neurotransmitter
KLK14,F2RL1,1,LARIS_neurotransmitter
KLK2,F2R,1,LARIS_neurotransmitter
KLK2,F2RL1,1,LARIS_neurotransmitter
KLK4,F2R,1,LARIS_neurotransmitter
KLK4,F2RL1,1,LARIS_neurotransmitter
KLK5,F2RL1,1,LARIS_neurotransmitter
KLK6,F2R,1,LARIS_neurotransmitter
KLK6,F2RL1,1,LARIS_neurotransmitter
KLK7,F2RL1,1,LARIS_neurotransmitter
KLK8,F2R,1,LARIS_neurotransmitter
KLRB1,CLEC2D,1,connectomeDB2020_lit
KLRF1,CLEC2B,1,connectomeDB2020_lit
KREMEN1,LRP6,1,stCASE
KRTAP4-12,AQP1,1,SpaCcLink
KRTAP4-12,CLDN2,1,SpaCcLink
KRTAP4-12,CNTFR,1,SpaCcLink
KRTAP4-12,LINGO1,1,SpaCcLink
KRTAP4-12,PDGFRB,1,SpaCcLink
L1CAM,COMPLEX:ITGA4,1,stCASE
L1CAM,COMPLEX:ITGAV,1,stCASE
L1CAM,FGFR1,1,stCASE
L1CAM,ITGB1,1,LIANA_consensus
L1CAM,NRP1,1,stCASE
L1CAM,PLXNA1,1,stCASE
LAIR1,LILRB4,1,LARIS_neurotransmitter
LAMA1,COMPLEX:ITGA1,1,stCASE
LAMA1,COMPLEX:ITGA2,1,stCASE
LAMA1,COMPLEX:ITGA3,1,stCASE
LAMA1,COMPLEX:ITGA6,1,stCASE
LAMA1,COMPLEX:ITGA7,1,stCASE
LAMA1,COMPLEX:ITGA9,1,stCASE
LAMA1,COMPLEX:ITGAV,1,stCASE
LAMA2,ADGRG6,1,LARIS_neurotransmitter
LAMA2,COMPLEX:ITGA1,1,stCASE
LAMA2,COMPLEX:ITGA2,1,stCASE
LAMA2,COMPLEX:ITGA3,1,stCASE
LAMA2,COMPLEX:ITGA6,1,stCASE
LAMA2,COMPLEX:ITGA7,1,stCASE
LAMA2,COMPLEX:ITGA9,1,stCASE
LAMA2,COMPLEX:ITGAV,1,stCASE
LAMA3,COMPLEX:ITGA1,1,stCASE
LAMA3,COMPLEX:ITGA2,1,stCASE
LAMA3,COMPLEX:ITGA3,1,stCASE
LAMA3,COMPLEX:ITGA6,1,stCASE
LAMA3,COMPLEX:ITGA7,1,stCASE
LAMA3,COMPLEX:ITGA9,1,stCASE
LAMA3,COMPLEX:ITGAV,1,stCASE
LAMA4,COMPLEX:ITGA1,1,stCASE
LAMA4,COMPLEX:ITGA2,1,stCASE
LAMA4,COMPLEX:ITGA3,1,stCASE
LAMA4,COMPLEX:ITGA6,1,stCASE
LAMA4,COMPLEX:ITGA7,1,stCASE
LAMA4,COMPLEX:ITGA9,1,stCASE
LAMA4,COMPLEX:ITGAV,1,stCASE
LAMA5,CD151,1,stCASE
LAMA5,COMPLEX:ITGA1,1,stCASE
LAMA5,COMPLEX:ITGA2,1,stCASE
LAMA5,COMPLEX:ITGA3,1,stCASE
LAMA5,COMPLEX:ITGA6,1,stCASE
LAMA5,COMPLEX:ITGA7,1,stCASE
LAMA5,COMPLEX:ITGA9,1,stCASE
LAMA5,COMPLEX:ITGAV,1,stCASE
LAMB1,CD151,1,stCASE
LAMB1,COMPLEX:ITGA1,1,stCASE
LAMB1,COMPLEX:ITGA2,1,stCASE
LAMB1,COMPLEX:ITGA3,1,stCASE
LAMB1,COMPLEX:ITGA6,1,stCASE
LAMB1,COMPLEX:ITGA7,1,stCASE
LAMB1,COMPLEX:ITGA9,1,stCASE
LAMB1,COMPLEX:ITGAV,1,stCASE
LAMB2,COMPLEX:ITGA1,1,stCASE
LAMB2,COMPLEX:ITGA2,1,stCASE
LAMB2,COMPLEX:ITGA3,1,stCASE
LAMB2,COMPLEX:ITGA6,1,stCASE
LAMB2,COMPLEX:ITGA7,1,stCASE
LAMB2,COMPLEX:ITGA9,1,stCASE
LAMB2,COMPLEX:ITGAV,1,stCASE
LAMB3,COMPLEX:ITGA1,1,stCASE
LAMB3,COMPLEX:ITGA2,1,stCASE
LAMB3,COMPLEX:ITGA3,1,stCASE
LAMB3,COMPLEX:ITGA6,1,stCASE
LAMB3,COMPLEX:ITGA7,1,stCASE
LAMB3,COMPLEX:ITGA9,1,stCASE
LAMB3,COMPLEX:ITGAV,1,stCASE
LAMC1,COMPLEX:ITGA1,1,stCASE
LAMC1,COMPLEX:ITGA2,1,stCASE
LAMC1,COMPLEX:ITGA3,1,stCASE
LAMC1,COMPLEX:ITGA6,1,stCASE
LAMC1,COMPLEX:ITGA7,1,stCASE
LAMC1,COMPLEX:ITGA9,1,stCASE
LAMC1,COMPLEX:ITGAV,1,stCASE
LAMC2,COMPLEX:ITGA1,1,stCASE
LAMC2,COMPLEX:ITGA2,1,stCASE
LAMC2,COMPLEX:ITGA3,1,stCASE
LAMC2,COMPLEX:ITGA6,1,stCASE
LAMC2,COMPLEX:ITGA7,1,stCASE
LAMC2,COMPLEX:ITGA9,1,stCASE
LAMC2,COMPLEX:ITGAV,1,stCASE
LAMC3,COMPLEX:ITGA1,1,stCASE
LAMC3,COMPLEX:ITGA2,1,stCASE
LAMC3,COMPLEX:ITGA3,1,stCASE
LAMC3,COMPLEX:ITGA6,1,stCASE
LAMC3,COMPLEX:ITGA7,1,stCASE
LAMC3,COMPLEX:ITGA9,1,stCASE
LAMC3,COMPLEX:ITGAV,1,stCASE
LCK,COMPLEX:CD8A,1,stCASE
LEP,ISLR2,1,LIANA_consensus
LGALS3,MCAM,1,LIANA_consensus
LGALS9,BCR,1,LARIS_neurotransmitter
LGALS9,CD22,1,LARIS_neurotransmitter
LGALS9,COLEC12,1,LIANA_consensus
LGALS9,LRP1,1,LIANA_consensus
LGALS9,MET,1,LIANA_consensus
LGALS9,P4HB,1,LARIS_neurotransmitter
LGALS9,PTPRK,1,LIANA_consensus
LGI1,ADAM11,1,connectomeDB2020_lit
LGI2,ADAM11,1,connectomeDB2020_lit
LGI4,ADAM11,1,connectomeDB2020_lit
LIF,COMPLEX:IL6ST,1,stCASE
LIFR,IL6ST,1,stCASE
LIPA,RORA,1,LARIS_neurotransmitter
LIPA,RORC,1,LARIS_neurotransmitter
LPA,TREM2,1,LIANA_consensus
LPAR1,ADGRE5,1,LARIS_neurotransmitter
LPAR2,ADGRE5,1,LARIS_neurotransmitter
LPAR3,ADGRE5,1,LARIS_neurotransmitter
LRFN3,LRFN3,1,connectomeDB2020_lit
LRFN4,PTPRD,1,LARIS_neurotransmitter
LRFN4,PTPRF,1,LARIS_neurotransmitter
LRFN4,PTPRS,1,LARIS_neurotransmitter
LRFN5,LRFN5,1,connectomeDB2020_lit
LRFN5,PTPRD,1,LARIS_neurotransmitter
LRFN5,PTPRF,1,LARIS_neurotransmitter
LRFN5,PTPRS,1,LARIS_neurotransmitter
LRRC4C,PTPRF,1,LARIS_neurotransmitter
LSAMP,NEGR1,1,stCASE
LTA4H,LTB4R,1,LARIS_neurotransmitter
LTA4H,LTB4R2,1,LARIS_neurotransmitter
LTBR,TRAF2,1,stCASE
LTC4S,CYSLTR1,1,LARIS_neurotransmitter
LTC4S,CYSLTR2,1,LARIS_neurotransmitter
LTC4S,FPR2,1,LARIS_neurotransmitter
LTF,AGER,1,LIANA_consensus
LTF,BOC,1,LIANA_consensus
LTF,BTN3A2,1,LIANA_consensus
LTF,IGDCC4,1,LIANA_consensus
LTF,IL1RL1,1,LIANA_consensus
LTF,TNFRSF11B,1,LIANA_consensus
LTF,TREML2,1,LIANA_consensus
LY9,LY9,1,connectomeDB2020_lit
MADCAM1,COMPLEX:ITGA4,1,stCASE
MAML2,NOTCH1,1,LIANA_consensus
MAML2,NOTCH2,1,LIANA_consensus
MAML2,NOTCH3,1,LIANA_consensus
MAML2,NOTCH4,1,LIANA_consensus
MBL2,C1QB,1,LIANA_consensus
MBL2,LRP1,1,LIANA_consensus
MCAM,MCAM,1,connectomeDB2020_lit
MDK,COMPLEX:ITGA4,1,stCASE
MDK,COMPLEX:ITGA6,1,stCASE
MELTF,PLG,1,connectomeDB2020_lit
MET,CDH1,1,stCASE
MET,EGFR,1,stCASE
MET,ITGB4,1,stCASE
MET,MST1R,1,stCASE
MET,PLXNB1,1,stCASE
MET,PLXNB3,1,stCASE
MFGE8,COMPLEX:ITGAV,1,stCASE
MIA,ITGA4,1,LIANA_consensus
MIA,ITGA5,1,LIANA_consensus
MIA,ITGB1,1,LIANA_consensus
MIF,COMPLEX:CD44,1,stCASE
MIF,COMPLEX:CD74,1,stCASE
MIF,TNFRSF10D,1,LIANA_consensus
MIF,TNFRSF14,1,LIANA_consensus
MLLT4,EPHA7,1,SpaCcLink
MLLT4,EPHB2,1,SpaCcLink
MLLT4,EPHB3,1,SpaCcLink
MLLT4,EPHB6,1,SpaCcLink
MLLT4,F11R,1,SpaCcLink
MLLT4,NRXN2,1,SpaCcLink
MLLT4,NRXN3,1,SpaCcLink
MMP14,CD44,1,stCASE
MMP2,COMPLEX:ITGAV,1,stCASE
MMP2,EGFR,1,stCASE
MMP2,ITGAV,1,LARIS_neurotransmitter
MMP2,MMP14,1,LARIS_neurotransmitter
MPZL3,MPZL2,1,stCASE
MSTN,COMPLEX:ACVR1B,1,stCASE
MSTN,COMPLEX:ACVR2A,1,stCASE
MSTN,COMPLEX:TGFBR1,1,stCASE
MUC2,AGR2,1,connectomeDB2020_lit
MXRA5,AGER,1,LIANA_consensus
MXRA5,AXL,1,LIANA_consensus
MXRA5,CD69,1,LIANA_consensus
MXRA5,ILDR1,1,LIANA_consensus
MXRA5,MAG,1,LIANA_consensus
MXRA5,MFAP3L,1,LIANA_consensus
MXRA5,MPIG6B,1,LIANA_consensus
MXRA5,PILRA,1,LIANA_consensus
MXRA5,PILRB,1,LIANA_consensus
MXRA5,SCN2B,1,LIANA_consensus
MXRA5,SIGLEC7,1,LIANA_consensus
MXRA5,SIGLEC8,1,LIANA_consensus
NAMPT,COMPLEX:ITGA5,1,stCASE
NECTIN1,NECTIN1,1,connectomeDB2020_lit
NECTIN2,NECTIN2,1,connectomeDB2020_lit
NECTIN2,NECTIN3,1,connectomeDB2020_lit
NECTIN2,PVRIG,1,connectomeDB2020_lit
NECTIN3,NECTIN3,1,connectomeDB2020_lit
NECTIN4,NECTIN4,1,connectomeDB2020_lit
NFASC,COMPLEX:CNTN1,1,stCASE
NFASC,NRCAM,1,stCASE
NGF,ERBB2,1,LIANA_consensus
NODAL,COMPLEX:ACVR1B,1,stCASE
NODAL,COMPLEX:ACVR1C,1,stCASE
NOV,NOTCH1,1,SpaCcLink
NPPB,FAP,1,LIANA_consensus
NPTN,EPOR,1,stCASE
NPY,ADRB1,1,LIANA_consensus
NPY,ADRB2,1,LIANA_consensus
NR0B2,FGFRL1,1,LIANA_consensus
NRG1,COMPLEX:ERBB2,1,stCASE
NRG1,COMPLEX:ITGAV,1,stCASE
NRG1,FCAMR,1,LIANA_consensus
NRG1,HLA-DPB1,1,LIANA_consensus
NRG1,ITGA6,1,LARIS_neurotransmitter
NRG1,ITGB4,1,LARIS_neurotransmitter
NRG1,LSR,1,LIANA_consensus
NRG1,NETO2,1,LIANA_consensus
NRG1,SIGLEC7,1,LIANA_consensus
NRG2,COMPLEX:ERBB2,1,stCASE
NRG2,LRRTM2,1,LIANA_consensus
NRG2,MOG,1,LIANA_consensus
NRG2,MPIG6B,1,LIANA_consensus
NRG2,NRP2,1,LIANA_consensus
NRG3,COMPLEX:ERBB2,1,stCASE
NRG4,COMPLEX:ERBB2,1,stCASE
NRP1,KDR,1,stCASE
NRTN,COMPLEX:GFRA1,1,stCASE
NRTN,COMPLEX:GFRA2,1,stCASE
NRXN1,ADGRL1,1,LARIS_neurotransmitter
NRXN1,CLSTN1,1,LARIS_neurotransmitter
NRXN1,CLSTN2,1,LARIS_neurotransmitter
NRXN1,CLSTN3,1,LARIS_neurotransmitter
NRXN1,DAG1,1,LARIS_neurotransmitter
NRXN1,GRID2,1,LARIS_neurotransmitter
NRXN1,LRRTM1,1,LARIS_neurotransmitter
NRXN1,LRRTM2,1,LARIS_neurotransmitter
NRXN1,LRRTM3,1,LARIS_neurotransmitter
NRXN1,LRRTM4,1,LARIS_neurotransmitter
NRXN2,ADGRL1,1,LARIS_neurotransmitter
NRXN2,CLSTN1,1,LARIS_neurotransmitter
NRXN2,CLSTN2,1,LARIS_neurotransmitter
NRXN2,CLSTN3,1,LARIS_neurotransmitter
NRXN2,DAG1,1,LARIS_neurotransmitter
NRXN2,LRRTM1,1,LARIS_neurotransmitter
NRXN2,LRRTM2,1,LARIS_neurotransmitter
NRXN2,LRRTM3,1,LARIS_neurotransmitter
NRXN2,LRRTM4,1,LARIS_neurotransmitter
NRXN3,ADGRL1,1,LARIS_neurotransmitter
NRXN3,CLSTN1,1,LARIS_neurotransmitter
NRXN3,CLSTN2,1,LARIS_neurotransmitter
NRXN3,CLSTN3,1,LARIS_neurotransmitter
NRXN3,LRRTM1,1,LARIS_neurotransmitter
NRXN3,LRRTM2,1,LARIS_neurotransmitter
NRXN3,LRRTM3,1,LARIS_neurotransmitter
NRXN3,LRRTM4,1,LARIS_neurotransmitter
NT5E,ADORA1,1,LARIS_neurotransmitter
NT5E,ADORA2A,1,LARIS_neurotransmitter
NT5E,ADORA2B,1,LARIS_neurotransmitter
NT5E,ADORA3,1,LARIS_neurotransmitter
NTM,NEGR1,1,stCASE
NTN4,NTRK2,1,LARIS_neurotransmitter
NTN4,UNC5B,1,LARIS_neurotransmitter
NTN4,UNC5D,1,LARIS_neurotransmitter
OPRM1,WLS,1,stCASE
OSM,COMPLEX:IL6ST,1,stCASE
PAM,DPP4,1,LIANA_consensus
PAM,FAP,1,LIANA_consensus
PCSK9,CD36,1,LIANA_consensus
PCSK9,CD81,1,LIANA_consensus
PCSK9,LRP8,1,LIANA_consensus
PDGFB,ADGRV1,1,LIANA_consensus
PECAM1,CD177,1,LARIS_neurotransmitter
PENK,MRGPRX4,1,stCASE
PGF,COMPLEX:FLT1,1,stCASE
PI16,MFAP3L,1,LIANA_consensus
PI16,TNFRSF21,1,LIANA_consensus
PLA2G2A,EGFR,1,LIANA_consensus
PLA2G2A,ERBB3,1,LIANA_consensus
PLAUR,LRP1B,1,stCASE
PLXNA1,NOTCH1,1,stCASE
PNMT,ADRA1A,1,LARIS_neurotransmitter
PNMT,ADRA1B,1,LARIS_neurotransmitter
PNMT,ADRA1D,1,LARIS_neurotransmitter
PNMT,ADRA2A,1,LARIS_neurotransmitter
PNMT,ADRA2B,1,LARIS_neurotransmitter
PNMT,ADRA2C,1,LARIS_neurotransmitter
PNMT,ADRB1,1,LARIS_neurotransmitter
PNMT,ADRB2,1,LARIS_neurotransmitter
PNMT,ADRB3,1,LARIS_neurotransmitter
POMC,MRAP,1,LIANA_consensus
POSTN,COMPLEX:ITGAV,1,stCASE
PPIA,BSG,1,LARIS_neurotransmitter
PRL,ERBB2,1,LIANA_consensus
PRNP,ADGRG6,1,LARIS_neurotransmitter
PROC,F2R,1,LARIS_neurotransmitter
PROC,HSP90AA1,1,LARIS_neurotransmitter
PROCR,F2R,1,stCASE
PRXL2B,PTGFR,1,LARIS_neurotransmitter
PSAP,CELSR1,1,LIANA_consensus
PSG4,DSCAM,1,LIANA_consensus
PSG4,TNFSF8,1,LIANA_consensus
PSG5,PDGFRA,1,LIANA_consensus
PSG5,TNFRSF12A,1,LIANA_consensus
PSG6,DSCAM,1,LIANA_consensus
PSG7,CLEC4A,1,LIANA_consensus
PSG7,DCC,1,LIANA_consensus
PSG7,DSCAM,1,LIANA_consensus
PSG9,AXL,1,LIANA_consensus
PSG9,DCC,1,LIANA_consensus
PSG9,DSCAM,1,LIANA_consensus
PSPN,COMPLEX:GFRA4,1,stCASE
PTGDS,PTGDR,1,LARIS_neurotransmitter
PTGDS,PTGDR2,1,LARIS_neurotransmitter
PTGES,PTGER1,1,LARIS_neurotransmitter
PTGES,PTGER2,1,LARIS_neurotransmitter
PTGES,PTGER3,1,LARIS_neurotransmitter
PTGES,PTGER4,1,LARIS_neurotransmitter
PTGES2,PTGER1,1,LARIS_neurotransmitter
PTGES2,PTGER2,1,LARIS_neurotransmitter
PTGES2,PTGER3,1,LARIS_neurotransmitter
PTGES2,PTGER4,1,LARIS_neurotransmitter
PTGES3,PTGER1,1,LARIS_neurotransmitter
PTGES3,PTGER2,1,LARIS_neurotransmitter
PTGES3,PTGER3,1,LARIS_neurotransmitter
PTGES3,PTGER4,1,LARIS_neurotransmitter
PTGIS,PTGIR,1,LARIS_neurotransmitter
PTGR1,LTB4R,1,LARIS_neurotransmitter
PTGR1,LTB4R2,1,LARIS_neurotransmitter
PTHLH,PRLHR,1,LIANA_consensus
PTN,COMPLEX:ITGAV,1,stCASE
PTPN6,EGFR,1,LIANA_consensus
PTPRB,TEK,1,stCASE
PTPRG,ERBB2,1,stCASE
PTPRG,INSR,1,stCASE
PTPRG,PDGFRA,1,stCASE
PTPRJ,EGFR,1,stCASE
PTPRK,PTPRK,1,connectomeDB2020_lit
PTPRO,EPHA4,1,stCASE
PTPRS,EGFR,1,stCASE
PTPRS,LRRTM4,1,LARIS_neurotransmitter
PTPRZ1,L1CAM,1,connectomeDB2020_lit
PTPRZ1,NCAM1,1,connectomeDB2020_lit
PVR,CD96,1,connectomeDB2020_lit
PVR,NECTIN3,1,connectomeDB2020_lit
PVR,PVRIG,1,connectomeDB2020_lit
RAET1G,HCST,1,LIANA_consensus
RAET1L,HCST,1,LIANA_consensus
RARRES1,NRP2,1,LIANA_consensus
RELN,COMPLEX:ITGA3,1,stCASE
RET,GFRA1,1,stCASE
RET,GFRA4,1,stCASE
ROBO1,ROBO1,1,connectomeDB2020_lit
ROBO2,ROBO2,1,connectomeDB2020_lit
ROR2,BMPR1B,1,stCASE
ROR2,FZD2,1,stCASE
ROR2,FZD5,1,stCASE
RSPO1,RNF43,1,LIANA_consensus
RSPO3,ZNRF3,1,LIANA_consensus
RSPO4,COMPLEX:LGR5,1,stCASE
RSPO4,LRP6,1,LIANA_consensus
RSPO4,RNF43,1,LIANA_consensus
RSPO4,ZNRF3,1,LIANA_consensus
RTN4R,ADGRB1,1,LARIS_neurotransmitter
S100A10,HTR1B,1,LIANA_consensus
S100A4,ERBB3,1,LIANA_consensus
S1PR1,HTR1A,1,stCASE
S1PR3,HTR1A,1,stCASE
SCEL,ENG,1,LIANA_consensus
SCUBE2,KDR,1,LIANA_consensus
SDC1,ADGRA2,1,LARIS_neurotransmitter
SDC2,ADGRA2,1,LARIS_neurotransmitter
SELE,SELPLG,1,stCASE
SELL,PODXL2,1,stCASE
SEMA3A,COMPLEX:NRP1,1,stCASE
SEMA3B,COMPLEX:NRP1,1,stCASE
SEMA3B,COMPLEX:NRP2,1,stCASE
SEMA3C,COMPLEX:NRP1,1,stCASE
SEMA3C,COMPLEX:NRP2,1,stCASE
SEMA3D,COMPLEX:NRP1,1,stCASE
SEMA3D,COMPLEX:NRP2,1,stCASE
SEMA3E,NRP2,1,LIANA_consensus
SEMA3F,COMPLEX:NRP2,1,stCASE
SEMA3G,COMPLEX:NRP2,1,stCASE
SEMA3G,FCGR2A,1,LIANA_consensus
SEMA3G,GP6,1,LIANA_consensus
SEMA3G,LILRA3,1,LIANA_consensus
SEMA4A,COMPLEX:NRP1,1,stCASE
SEMA4D,COMPLEX:MET,1,stCASE
SEMA5A,COMPLEX:MET,1,stCASE
SEMA6D,COMPLEX:KDR,1,stCASE
SEMA6D,COMPLEX:PLXNA1,1,stCASE
SEMA7A,COMPLEX:ITGB1,1,stCASE
SFTPD,ADGRE5,1,LARIS_neurotransmitter
SHBG,CD177,1,SpaCcLink
SHH,COMPLEX:PTCH1,1,stCASE
SHH,COMPLEX:PTCH2,1,stCASE
SHMT1,GLRA1,1,LARIS_neurotransmitter
SHMT1,GLRA2,1,LARIS_neurotransmitter
SHMT1,GLRB,1,LARIS_neurotransmitter
SHMT2,GLRA1,1,LARIS_neurotransmitter
SHMT2,GLRA2,1,LARIS_neurotransmitter
SHMT2,GLRB,1,LARIS_neurotransmitter
SIGLEC9,MUC1,1,stCASE
SLAMF1,SLAMF1,1,connectomeDB2020_lit
SLAMF6,SLAMF6,1,connectomeDB2020_lit
SLAMF7,SLAMF7,1,connectomeDB2020_lit
SLC10A4,CHRM1,1,LARIS_neurotransmitter
SLC10A4,CHRM2,1,LARIS_neurotransmitter
SLC10A4,CHRM3,1,LARIS_neurotransmitter
SLC10A4,CHRM4,1,LARIS_neurotransmitter
SLC10A4,CHRM5,1,LARIS_neurotransmitter
SLC10A4,CHRNA1,1,LARIS_neurotransmitter
SLC10A4,CHRNA3,1,LARIS_neurotransmitter
SLC10A4,CHRNA4,1,LARIS_neurotransmitter
SLC10A4,CHRNA7,1,LARIS_neurotransmitter
SLC10A4,CHRNB1,1,LARIS_neurotransmitter
SLC10A4,CHRNB2,1,LARIS_neurotransmitter
SLC10A4,CHRNB4,1,LARIS_neurotransmitter
SLC10A4,CHRND,1,LARIS_neurotransmitter
SLC10A4,CHRNE,1,LARIS_neurotransmitter
SLC10A4,CHRNG,1,LARIS_neurotransmitter
SLC17A6,GRIA1,1,LARIS_neurotransmitter
SLC17A6,GRIA2,1,LARIS_neurotransmitter
SLC17A6,GRIA3,1,LARIS_neurotransmitter
SLC17A6,GRIA4,1,LARIS_neurotransmitter
SLC17A6,GRIK1,1,LARIS_neurotransmitter
SLC17A6,GRIK2,1,LARIS_neurotransmitter
SLC17A6,GRIK3,1,LARIS_neurotransmitter
SLC17A6,GRIK4,1,LARIS_neurotransmitter
SLC17A6,GRIK5,1,LARIS_neurotransmitter
SLC17A6,GRIN1,1,LARIS_neurotransmitter
SLC17A6,GRIN2A,1,LARIS_neurotransmitter
SLC17A6,GRIN2B,1,LARIS_neurotransmitter
SLC17A6,GRIN2C,1,LARIS_neurotransmitter
SLC17A6,GRIN2D,1,LARIS_neurotransmitter
SLC17A6,GRM1,1,LARIS_neurotransmitter
SLC17A6,GRM2,1,LARIS_neurotransmitter
SLC17A6,GRM3,1,LARIS_neurotransmitter
SLC17A6,GRM4,1,LARIS_neurotransmitter
SLC17A6,GRM5,1,LARIS_neurotransmitter
SLC17A6,GRM6,1,LARIS_neurotransmitter
SLC17A6,GRM7,1,LARIS_neurotransmitter
SLC17A6,GRM8,1,LARIS_neurotransmitter
SLC17A7,GRIA1,1,LARIS_neurotransmitter
SLC17A7,GRIA2,1,LARIS_neurotransmitter
SLC17A7,GRIA3,1,LARIS_neurotransmitter
SLC17A7,GRIA4,1,LARIS_neurotransmitter
SLC17A7,GRIK1,1,LARIS_neurotransmitter
SLC17A7,GRIK2,1,LARIS_neurotransmitter
SLC17A7,GRIK3,1,LARIS_neurotransmitter
SLC17A7,GRIK4,1,LARIS_neurotransmitter
SLC17A7,GRIK5,1,LARIS_neurotransmitter
SLC17A7,GRIN1,1,LARIS_neurotransmitter
SLC17A7,GRIN2A,1,LARIS_neurotransmitter
SLC17A7,GRIN2B,1,LARIS_neurotransmitter
SLC17A7,GRIN2C,1,LARIS_neurotransmitter
SLC17A7,GRIN2D,1,LARIS_neurotransmitter
SLC17A7,GRM1,1,LARIS_neurotransmitter
SLC17A7,GRM2,1,LARIS_neurotransmitter
SLC17A7,GRM3,1,LARIS_neurotransmitter
SLC17A7,GRM4,1,LARIS_neurotransmitter
SLC17A7,GRM5,1,LARIS_neurotransmitter
SLC17A7,GRM6,1,LARIS_neurotransmitter
SLC17A7,GRM7,1,LARIS_neurotransmitter
SLC17A7,GRM8,1,LARIS_neurotransmitter
SLC17A8,GRIA1,1,LARIS_neurotransmitter
SLC17A8,GRIA2,1,LARIS_neurotransmitter
SLC17A8,GRIA3,1,LARIS_neurotransmitter
SLC17A8,GRIA4,1,LARIS_neurotransmitter
SLC17A8,GRIK1,1,LARIS_neurotransmitter
SLC17A8,GRIK2,1,LARIS_neurotransmitter
SLC17A8,GRIK3,1,LARIS_neurotransmitter
SLC17A8,GRIK4,1,LARIS_neurotransmitter
SLC17A8,GRIK5,1,LARIS_neurotransmitter
SLC17A8,GRIN1,1,LARIS_neurotransmitter
SLC17A8,GRIN2A,1,LARIS_neurotransmitter
SLC17A8,GRIN2B,1,LARIS_neurotransmitter
SLC17A8,GRIN2C,1,LARIS_neurotransmitter
SLC17A8,GRIN2D,1,LARIS_neurotransmitter
