ligand,receptor,n_sources,sources
Adcyap1,Adcyap1r1,9,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Ereg,Complex:egfr,1,stCASE
Ereg,Complex:erbb2,1,stCASE
Etv5,Erbb2,1,LIANA_mouseconsensus
F10,Itgam,1,LIANA_mouseconsensus
F11,Gp1bb,1,LIANA_mouseconsensus
F11,Gp5,1,LIANA_mouseconsensus
F11,Gp9,1,LIANA_mouseconsensus
F11r,Complex:itgal,1,stCASE
F11r,Itgb2l,1,stCASE
F12,Cd93,1,LIANA_mouseconsensus
F12,Gp1bb,1,LIANA_mouseconsensus
F12,Gp5,1,LIANA_mouseconsensus
F12,Gp9,1,LIANA_mouseconsensus
F2,Gp1bb,1,LIANA_mouseconsensus
F8,Lrp2,1,LIANA_mouseconsensus
F8,Lrp4,1,LIANA_mouseconsensus
Fabp5,Rxra,1,LIANA_mouseconsensus
Fadd,Abca1,1,LIANA_mouseconsensus
Fadd,Traf2,1,LIANA_mouseconsensus
Fam3b,Lrp5,1,LIANA_mouseconsensus
Fam3c,Ffar2,1,LIANA_mouseconsensus
Fam3c,Glra2,1,LIANA_mouseconsensus
Fam3c,Lamp1,1,LIANA_mouseconsensus
Fam3c,Pdcd1,1,LIANA_mouseconsensus
Fam3d,Fpr1,1,connectomeDB2020_lit
Fam3d,Fpr2,1,connectomeDB2020_lit
Farp2,Plxna1,1,LIANA_mouseconsensus
Farp2,Plxna2,1,LIANA_mouseconsensus
Farp2,Plxna3,1,LIANA_mouseconsensus
Farp2,Plxna4,1,LIANA_mouseconsensus
Fasl,Tnfrsf1a,1,LIANA_mouseconsensus
Faslg,Fas,1,connectomeDB2020_lit
Faslg,Tnfrsf6b,1,connectomeDB2020_lit
Fbn1,Itgb6,1,LIANA_mouseconsensus
Fcer2,Cr2,1,connectomeDB2020_lit
Fcer2a,Complex:itgam,1,stCASE
Fcer2a,Complex:itgav,1,stCASE
Fcer2a,Complex:itgax,1,stCASE
Fcer2a,Itgb2l,1,stCASE
Fcnb,Lrp1,1,SpaCcLink
Fdx1,Nr1i2,1,LARIS_neurotransmitter
Fdx2,Nr1i2,1,LARIS_neurotransmitter
Fdxr,Nr3c2,1,LARIS_neurotransmitter
Fga,Itgad,1,LIANA_mouseconsensus
Fga,Plaur,1,LIANA_mouseconsensus
Fgb,Cdh5,1,LIANA_mouseconsensus
Fgb,Itgb3,1,LIANA_mouseconsensus
Fgf1,Egfr,1,LIANA_mouseconsensus
Fgf1,Fgfrl1,1,LIANA_mouseconsensus
Fgf1,Itgb3,1,LIANA_mouseconsensus
Fgf1,Tgfbr3,1,LIANA_mouseconsensus
Fgf13,Egfr,1,LIANA_mouseconsensus
Fgf19,Fgfr1,1,connectomeDB2020_lit
Fgf19,Fgfr2,1,connectomeDB2020_lit
Fgf19,Fgfr3,1,connectomeDB2020_lit
Fgf19,Fgfr4,1,connectomeDB2020_lit
Fgf19,Klb,1,connectomeDB2020_lit
Fgf23,Phex,1,LIANA_mouseconsensus
Fgf6,Sdc4,1,LIANA_mouseconsensus
Fgfr1,Itgb4,1,stCASE
Fgfr3,Epha4,1,LIANA_mouseconsensus
Fgfr4,Epha4,1,LIANA_mouseconsensus
Fgfr4,Ptprr,1,LIANA_mouseconsensus
Fgfr4,Tnfrsf10b,1,LIANA_mouseconsensus
Fgfrl1,Fgfr1,1,stCASE
Fgg,Itgb3,1,LIANA_mouseconsensus
Figf,Flt4,1,SpaCcLink
Figf,Itga9,1,SpaCcLink
Figf,Kdr,1,SpaCcLink
Flrt1,Flrt1,1,CellChatDB
Flrt2,Flrt2,1,CellChatDB
Flrt3,Flrt3,1,CellChatDB
Flt1,Nrp1,1,stCASE
Flt3lg,Flt3,1,connectomeDB2020_lit
Fn1,C5ar1,1,LIANA_mouseconsensus
Fn1,Complex:itga2b,1,stCASE
Fn1,Complex:itga3,1,stCASE
Fn1,Complex:itga4,1,stCASE
Fn1,Complex:itga5,1,stCASE
Fn1,Complex:itga8,1,stCASE
Fn1,Complex:itgav,1,stCASE
Fn1,Dpp4,1,LIANA_mouseconsensus
Fn1,Flt4,1,LIANA_mouseconsensus
Fn1,Il17rc,1,LIANA_mouseconsensus
Fn1,Itga6,1,LIANA_mouseconsensus
Fn1,Robo4,1,LIANA_mouseconsensus
Fn1,Tmprss6,1,SpaCcLink
Fras1,Complex:itga8,1,stCASE
Frem1,Complex:itga8,1,stCASE
Frem2,Complex:itga8,1,stCASE
Frs3,Fgfr1,1,LIANA_mouseconsensus
Fshb,Adcyap1r1,1,LIANA_mouseconsensus
Fshb,Adrb2,1,LIANA_mouseconsensus
Fshb,Adrb3,1,LIANA_mouseconsensus
Fshb,Gpr20,1,LIANA_mouseconsensus
Fshb,Gpr84,1,LIANA_mouseconsensus
Fshb,Pth1r,1,LIANA_mouseconsensus
Fshb,Ramp2,1,LIANA_mouseconsensus
Fshb,Ramp3,1,LIANA_mouseconsensus
Fshb,Tshr,1,LIANA_mouseconsensus
Fshb,Vipr1,1,LIANA_mouseconsensus
Fst,Bmpr1b,1,LIANA_mouseconsensus
Fst,Bmpr2,1,LIANA_mouseconsensus
Fstl5,Ceacam19,1,LIANA_mouseconsensus
Fstl5,Chl1,1,LIANA_mouseconsensus
Fstl5,Cntn5,1,LIANA_mouseconsensus
Fstl5,Gp6,1,LIANA_mouseconsensus
Fstl5,Il6ra,1,LIANA_mouseconsensus
Fstl5,Sdk2,1,LIANA_mouseconsensus
Fzd5,Lrp6,1,stCASE
Fzd8,Ckap4,1,connectomeDB2020_lit
Gaba-gad1,A1b2,1,CellChatDB
Gaba-gad1,A1b2d,1,CellChatDB
Gaba-gad1,A1b2g2,1,CellChatDB
Gaba-gad1,A1b3,1,CellChatDB
Gaba-gad1,A1b3g2,1,CellChatDB
Gaba-gad1,A2b3g2,1,CellChatDB
Gaba-gad1,A3b3e,1,CellChatDB
Gaba-gad1,A3b3g2,1,CellChatDB
Gaba-gad1,A3b3q,1,CellChatDB
Gaba-gad1,A4b2d,1,CellChatDB
Gaba-gad1,A4b3d,1,CellChatDB
Gaba-gad1,A4b3g2,1,CellChatDB
Gaba-gad1,A5b3g2,1,CellChatDB
Gaba-gad1,A6b3d,1,CellChatDB
Gaba-gad1,A6b3g2,1,CellChatDB
Gaba-gad1,Gabbr1,1,CellChatDB
Gaba-gad1,Gabbr2,1,CellChatDB
Gaba-gad1,Gabr,1,CellChatDB
Gaba-gad2,A1b2,1,CellChatDB
Gaba-gad2,A1b2d,1,CellChatDB
Gaba-gad2,A1b2g2,1,CellChatDB
Gaba-gad2,A1b3,1,CellChatDB
Gaba-gad2,A1b3g2,1,CellChatDB
Gaba-gad2,A2b3g2,1,CellChatDB
Gaba-gad2,A3b3e,1,CellChatDB
Gaba-gad2,A3b3g2,1,CellChatDB
Gaba-gad2,A3b3q,1,CellChatDB
Gaba-gad2,A4b2d,1,CellChatDB
Gaba-gad2,A4b3d,1,CellChatDB
Gaba-gad2,A4b3g2,1,CellChatDB
Gaba-gad2,A5b3g2,1,CellChatDB
Gaba-gad2,A6b3d,1,CellChatDB
Gaba-gad2,A6b3g2,1,CellChatDB
Gaba-gad2,Gabbr1,1,CellChatDB
Gaba-gad2,Gabbr2,1,CellChatDB
Gaba-gad2,Gabr,1,CellChatDB
Gad1,Gabbr1,1,LARIS_neurotransmitter
Gad1,Gabbr2,1,LARIS_neurotransmitter
Gad1,Gabra1,1,LARIS_neurotransmitter
Gad1,Gabra2,1,LARIS_neurotransmitter
Gad1,Gabra3,1,LARIS_neurotransmitter
Gad1,Gabra4,1,LARIS_neurotransmitter
Gad1,Gabra5,1,LARIS_neurotransmitter
Gad1,Gabra6,1,LARIS_neurotransmitter
Gad1,Gabrb2,1,LARIS_neurotransmitter
Gad1,Gabrb3,1,LARIS_neurotransmitter
Gad1,Gabrd,1,LARIS_neurotransmitter
Gad1,Gabre,1,LARIS_neurotransmitter
Gad1,Gabrg2,1,LARIS_neurotransmitter
Gad1,Gabrq,1,LARIS_neurotransmitter
Gad1,Grm4,1,LIANA_mouseconsensus
Gad2,Gabbr1,1,LARIS_neurotransmitter
Gad2,Gabbr2,1,LARIS_neurotransmitter
Gad2,Gabra1,1,LARIS_neurotransmitter
Gad2,Gabra2,1,LARIS_neurotransmitter
Gad2,Gabra3,1,LARIS_neurotransmitter
Gad2,Gabra4,1,LARIS_neurotransmitter
Gad2,Gabra5,1,LARIS_neurotransmitter
Gad2,Gabra6,1,LARIS_neurotransmitter
Gad2,Gabrb2,1,LARIS_neurotransmitter
Gad2,Gabrb3,1,LARIS_neurotransmitter
Gad2,Gabrd,1,LARIS_neurotransmitter
Gad2,Gabre,1,LARIS_neurotransmitter
Gad2,Gabrg2,1,LARIS_neurotransmitter
Gad2,Gabrq,1,LARIS_neurotransmitter
Gal,Adra2a,1,LIANA_mouseconsensus
Gal,Grm7,1,LIANA_mouseconsensus
Gal,Mtnr1a,1,LIANA_mouseconsensus
Gast,Gpr152,1,LIANA_mouseconsensus
Gdf1,Actr2,1,LIANA_mouseconsensus
Gdf1,Htr4,1,LIANA_mouseconsensus
Gdf10,Bmpr2,1,LIANA_mouseconsensus
Gdf10,Complex:acvr1b,1,stCASE
Gdf11,Actr2,1,LIANA_mouseconsensus
Gdf11,Antxr1,1,LIANA_mouseconsensus
Gdf11,Bmpr1a,1,LIANA_mouseconsensus
Gdf11,Bmpr1b,1,LIANA_mouseconsensus
Gdf11,Bmpr2,1,LIANA_mouseconsensus
Gdf11,Complex:acvr1b,1,stCASE
Gdf11,Complex:acvr2a,1,stCASE
Gdf11,Complex:acvr2b,1,stCASE
Gdf2,Complex:acvr2a,1,stCASE
Gdf2,Complex:acvr2b,1,stCASE
Gdf2,Complex:acvrl1,1,stCASE
Gdf3,Complex:acvr1b,1,stCASE
Gdf3,Complex:acvr1c,1,stCASE
Gdf3,Tdgf1,1,connectomeDB2020_lit
Gdf5,Complex:bmpr1a,1,stCASE
Gdf5,Complex:bmpr1b,1,stCASE
Gdf6,Complex:bmpr1a,1,stCASE
Gdf6,Complex:bmpr1b,1,stCASE
Gdf7,Complex:bmpr1a,1,stCASE
Gdf7,Complex:bmpr1b,1,stCASE
Gdf9,Complex:acvr1b,1,stCASE
Gdf9,Complex:bmpr2,1,stCASE
Gdnf,Complex:gfra1,1,stCASE
Gdnf,Ednrb,1,LIANA_mouseconsensus
Ggt1,Cysltr1,1,LARIS_neurotransmitter
Ggt1,Cysltr2,1,LARIS_neurotransmitter
Ggt5,Cysltr1,1,LARIS_neurotransmitter
Ggt5,Cysltr2,1,LARIS_neurotransmitter
Ghrh,Adcyap1r1,1,LIANA_mouseconsensus
Ghrh,Adrb2,1,LIANA_mouseconsensus
Ghrh,Adrb3,1,LIANA_mouseconsensus
Ghrh,Dpp4,1,LIANA_mouseconsensus
Ghrh,Gpr20,1,LIANA_mouseconsensus
Ghrh,Gpr84,1,LIANA_mouseconsensus
Ghrh,Pth1r,1,LIANA_mouseconsensus
Ghrh,Ramp2,1,LIANA_mouseconsensus
Ghrh,Ramp3,1,LIANA_mouseconsensus
Ghrh,Tshr,1,LIANA_mouseconsensus
Ghrl,Mlnr,1,connectomeDB2020_lit
Ghrl,Ptgir,1,LIANA_mouseconsensus
Gip,Adcyap1r1,1,LIANA_mouseconsensus
Gip,Adrb2,1,LIANA_mouseconsensus
Gip,Adrb3,1,LIANA_mouseconsensus
Gip,Fap,1,LIANA_mouseconsensus
Gip,Gpr20,1,LIANA_mouseconsensus
Gip,Gpr84,1,LIANA_mouseconsensus
Gip,Insr,1,LIANA_mouseconsensus
Gip,Pth1r,1,LIANA_mouseconsensus
Gip,Ramp2,1,LIANA_mouseconsensus
Gip,Ramp3,1,LIANA_mouseconsensus
Gip,Tshr,1,LIANA_mouseconsensus
Gip,Vipr1,1,LIANA_mouseconsensus
Gja1,Gja1,1,CellChatDB
Gja3,Gja3,1,CellChatDB
Gja5,Gja5,1,CellChatDB
Gja6,Gja6,1,CellChatDB
Gjc1,Gjc1,1,CellChatDB
Glg1,Sele,1,connectomeDB2020_lit
Glu-nrxn1,Grid2,1,CellChatDB
Glu-slc17a6,Gria1,1,CellChatDB
Glu-slc17a6,Gria2,1,CellChatDB
Glu-slc17a6,Gria3,1,CellChatDB
Glu-slc17a6,Gria4,1,CellChatDB
Glu-slc17a6,Grik1,1,CellChatDB
Glu-slc17a6,Grik2,1,CellChatDB
Glu-slc17a6,Grik3,1,CellChatDB
Glu-slc17a6,Grik4,1,CellChatDB
Glu-slc17a6,Grik5,1,CellChatDB
Glu-slc17a6,Grin1,1,CellChatDB
Glu-slc17a6,Grin2a,1,CellChatDB
Glu-slc17a6,Grin2b,1,CellChatDB
Glu-slc17a6,Grin2c,1,CellChatDB
Glu-slc17a6,Grin2d,1,CellChatDB
Glu-slc17a6,Grm1,1,CellChatDB
Glu-slc17a6,Grm2,1,CellChatDB
Glu-slc17a6,Grm3,1,CellChatDB
Glu-slc17a6,Grm4,1,CellChatDB
Glu-slc17a6,Grm5,1,CellChatDB
Glu-slc17a6,Grm6,1,CellChatDB
Glu-slc17a6,Grm7,1,CellChatDB
Glu-slc17a6,Grm8,1,CellChatDB
Glu-slc17a7,Gria1,1,CellChatDB
Glu-slc17a7,Gria2,1,CellChatDB
Glu-slc17a7,Gria3,1,CellChatDB
Glu-slc17a7,Gria4,1,CellChatDB
Glu-slc17a7,Grik1,1,CellChatDB
Glu-slc17a7,Grik2,1,CellChatDB
Glu-slc17a7,Grik3,1,CellChatDB
Glu-slc17a7,Grik4,1,CellChatDB
Glu-slc17a7,Grik5,1,CellChatDB
Glu-slc17a7,Grin1,1,CellChatDB
Glu-slc17a7,Grin2a,1,CellChatDB
Glu-slc17a7,Grin2b,1,CellChatDB
Glu-slc17a7,Grin2c,1,CellChatDB
Glu-slc17a7,Grin2d,1,CellChatDB
Glu-slc17a7,Grm1,1,CellChatDB
Glu-slc17a7,Grm2,1,CellChatDB
Glu-slc17a7,Grm3,1,CellChatDB
Glu-slc17a7,Grm4,1,CellChatDB
Glu-slc17a7,Grm5,1,CellChatDB
Glu-slc17a7,Grm6,1,CellChatDB
Glu-slc17a7,Grm7,1,CellChatDB
Glu-slc17a7,Grm8,1,CellChatDB
Glu-slc17a8,Gria1,1,CellChatDB
Glu-slc17a8,Gria2,1,CellChatDB
Glu-slc17a8,Gria3,1,CellChatDB
Glu-slc17a8,Gria4,1,CellChatDB
Glu-slc17a8,Grik1,1,CellChatDB
Glu-slc17a8,Grik2,1,CellChatDB
Glu-slc17a8,Grik3,1,CellChatDB
Glu-slc17a8,Grik4,1,CellChatDB
Glu-slc17a8,Grik5,1,CellChatDB
Glu-slc17a8,Grin1,1,CellChatDB
Glu-slc17a8,Grin2a,1,CellChatDB
Glu-slc17a8,Grin2b,1,CellChatDB
Glu-slc17a8,Grin2c,1,CellChatDB
Glu-slc17a8,Grin2d,1,CellChatDB
Glu-slc17a8,Grm1,1,CellChatDB
Glu-slc17a8,Grm2,1,CellChatDB
Glu-slc17a8,Grm3,1,CellChatDB
Glu-slc17a8,Grm4,1,CellChatDB
Glu-slc17a8,Grm5,1,CellChatDB
Glu-slc17a8,Grm6,1,CellChatDB
Glu-slc17a8,Grm7,1,CellChatDB
Glu-slc17a8,Grm8,1,CellChatDB
Glu-slc1a1,Gria1,1,CellChatDB
Glu-slc1a1,Gria2,1,CellChatDB
Glu-slc1a1,Gria3,1,CellChatDB
Glu-slc1a1,Gria4,1,CellChatDB
Glu-slc1a1,Grik1,1,CellChatDB
Glu-slc1a1,Grik2,1,CellChatDB
Glu-slc1a1,Grik3,1,CellChatDB
Glu-slc1a1,Grik4,1,CellChatDB
Glu-slc1a1,Grik5,1,CellChatDB
Glu-slc1a1,Grin1,1,CellChatDB
Glu-slc1a1,Grin2a,1,CellChatDB
Glu-slc1a1,Grin2b,1,CellChatDB
Glu-slc1a1,Grin2c,1,CellChatDB
Glu-slc1a1,Grin2d,1,CellChatDB
Glu-slc1a1,Grm1,1,CellChatDB
Glu-slc1a1,Grm2,1,CellChatDB
Glu-slc1a1,Grm3,1,CellChatDB
Glu-slc1a1,Grm4,1,CellChatDB
Glu-slc1a1,Grm5,1,CellChatDB
Glu-slc1a1,Grm6,1,CellChatDB
Glu-slc1a1,Grm7,1,CellChatDB
Glu-slc1a1,Grm8,1,CellChatDB
Glu-slc1a2,Gria1,1,CellChatDB
Glu-slc1a2,Gria2,1,CellChatDB
Glu-slc1a2,Gria3,1,CellChatDB
Glu-slc1a2,Gria4,1,CellChatDB
Glu-slc1a2,Grik1,1,CellChatDB
Glu-slc1a2,Grik2,1,CellChatDB
Glu-slc1a2,Grik3,1,CellChatDB
Glu-slc1a2,Grik4,1,CellChatDB
Glu-slc1a2,Grik5,1,CellChatDB
Glu-slc1a2,Grin1,1,CellChatDB
Glu-slc1a2,Grin2a,1,CellChatDB
Glu-slc1a2,Grin2b,1,CellChatDB
Glu-slc1a2,Grin2c,1,CellChatDB
Glu-slc1a2,Grin2d,1,CellChatDB
Glu-slc1a2,Grm1,1,CellChatDB
Glu-slc1a2,Grm2,1,CellChatDB
Glu-slc1a2,Grm3,1,CellChatDB
Glu-slc1a2,Grm4,1,CellChatDB
Glu-slc1a2,Grm5,1,CellChatDB
Glu-slc1a2,Grm6,1,CellChatDB
Glu-slc1a2,Grm7,1,CellChatDB
Glu-slc1a2,Grm8,1,CellChatDB
Glu-slc1a3,Gria1,1,CellChatDB
Glu-slc1a3,Gria2,1,CellChatDB
Glu-slc1a3,Gria3,1,CellChatDB
Glu-slc1a3,Gria4,1,CellChatDB
Glu-slc1a3,Grik1,1,CellChatDB
Glu-slc1a3,Grik2,1,CellChatDB
Glu-slc1a3,Grik3,1,CellChatDB
Glu-slc1a3,Grik4,1,CellChatDB
Glu-slc1a3,Grik5,1,CellChatDB
Glu-slc1a3,Grin1,1,CellChatDB
Glu-slc1a3,Grin2a,1,CellChatDB
Glu-slc1a3,Grin2b,1,CellChatDB
Glu-slc1a3,Grin2c,1,CellChatDB
Glu-slc1a3,Grin2d,1,CellChatDB
Glu-slc1a3,Grm1,1,CellChatDB
Glu-slc1a3,Grm2,1,CellChatDB
Glu-slc1a3,Grm3,1,CellChatDB
Glu-slc1a3,Grm4,1,CellChatDB
Glu-slc1a3,Grm5,1,CellChatDB
Glu-slc1a3,Grm6,1,CellChatDB
Glu-slc1a3,Grm7,1,CellChatDB
Glu-slc1a3,Grm8,1,CellChatDB
Glu-slc1a6,Gria1,1,CellChatDB
Glu-slc1a6,Gria2,1,CellChatDB
Glu-slc1a6,Gria3,1,CellChatDB
Glu-slc1a6,Gria4,1,CellChatDB
Glu-slc1a6,Grik1,1,CellChatDB
Glu-slc1a6,Grik2,1,CellChatDB
Glu-slc1a6,Grik3,1,CellChatDB
Glu-slc1a6,Grik4,1,CellChatDB
Glu-slc1a6,Grik5,1,CellChatDB
Glu-slc1a6,Grin1,1,CellChatDB
Glu-slc1a6,Grin2a,1,CellChatDB
Glu-slc1a6,Grin2b,1,CellChatDB
Glu-slc1a6,Grin2c,1,CellChatDB
Glu-slc1a6,Grin2d,1,CellChatDB
Glu-slc1a6,Grm1,1,CellChatDB
Glu-slc1a6,Grm2,1,CellChatDB
Glu-slc1a6,Grm3,1,CellChatDB
Glu-slc1a6,Grm4,1,CellChatDB
Glu-slc1a6,Grm5,1,CellChatDB
Glu-slc1a6,Grm6,1,CellChatDB
Glu-slc1a6,Grm7,1,CellChatDB
Glu-slc1a6,Grm8,1,CellChatDB
Glu-slc1a7,Gria1,1,CellChatDB
Glu-slc1a7,Gria2,1,CellChatDB
Glu-slc1a7,Gria3,1,CellChatDB
Glu-slc1a7,Gria4,1,CellChatDB
Glu-slc1a7,Grik1,1,CellChatDB
Glu-slc1a7,Grik2,1,CellChatDB
Glu-slc1a7,Grik3,1,CellChatDB
Glu-slc1a7,Grik4,1,CellChatDB
Glu-slc1a7,Grik5,1,CellChatDB
Glu-slc1a7,Grin1,1,CellChatDB
Glu-slc1a7,Grin2a,1,CellChatDB
Glu-slc1a7,Grin2b,1,CellChatDB
Glu-slc1a7,Grin2c,1,CellChatDB
Glu-slc1a7,Grin2d,1,CellChatDB
Glu-slc1a7,Grm1,1,CellChatDB
Glu-slc1a7,Grm2,1,CellChatDB
Glu-slc1a7,Grm3,1,CellChatDB
Glu-slc1a7,Grm4,1,CellChatDB
Glu-slc1a7,Grm5,1,CellChatDB
Glu-slc1a7,Grm6,1,CellChatDB
Glu-slc1a7,Grm7,1,CellChatDB
Glu-slc1a7,Grm8,1,CellChatDB
Gly-shmt1,Glra1,1,CellChatDB
Gly-shmt1,Glra2,1,CellChatDB
Gly-shmt1,Glrb,1,CellChatDB
Gly-shmt2,Glra1,1,CellChatDB
Gly-shmt2,Glra2,1,CellChatDB
Gly-shmt2,Glrb,1,CellChatDB
Gm10334,F2r,1,COMMOT_CellChat
Gm10334,F2rl1,1,COMMOT_CellChat
Gm10334,F2rl2,1,COMMOT_CellChat
Gm10334,F2rl3,1,COMMOT_CellChat
Gm10334,Pard3,1,COMMOT_CellChat
Gm10499,Aplp2,1,SpaCcLink
Gm10499,Erbb2,1,SpaCcLink
Gm10499,Kir3dl1,1,SpaCcLink
Gm10499,Kir3dl2,1,SpaCcLink
Gm10591,Ackr2,1,SpaCcLink
Gm10591,Ccr7,1,SpaCcLink
Gm10591,Cxcr3,1,SpaCcLink
Gm11127,Kir3dl2,1,stCASE
Gm12169,Cd300lb,1,stCASE
Gm12169,Timd4,1,stCASE
Gm13304,Ackr2,1,SpaCcLink
Gm13304,Ccr7,1,SpaCcLink
Gm13304,Cxcr3,1,SpaCcLink
Gm13305,Cd40,1,LIANA_mouseconsensus
Gm13306,Adra2a,1,LIANA_mouseconsensus
Gm13306,Grm7,1,LIANA_mouseconsensus
Gm13306,Mtnr1a,1,LIANA_mouseconsensus
Gm2002,Cd40,1,LIANA_mouseconsensus
Gm2023,Ackr2,1,LIANA_mouseconsensus
Gm2023,Ackr4,1,LIANA_mouseconsensus
Gm2023,Adra2a,1,LIANA_mouseconsensus
Gm2023,Ccr10,1,LIANA_mouseconsensus
Gm2023,Ccr7,1,LIANA_mouseconsensus
Gm2023,Ccrl2,1,LIANA_mouseconsensus
Gm2023,Cxcr3,1,LIANA_mouseconsensus
Gm2023,Grm7,1,LIANA_mouseconsensus
Gm2023,Mtnr1a,1,LIANA_mouseconsensus
Gm21541,Ackr2,1,SpaCcLink
Gm21541,Ccr7,1,SpaCcLink
Gm21541,Cxcr3,1,SpaCcLink
Gm21983,Cdh7,1,stCASE
Gm2506,Ackr2,1,LIANA_mouseconsensus
Gm2506,Adra2a,1,LIANA_mouseconsensus
Gm2506,Ccr10,1,LIANA_mouseconsensus
Gm2506,Ccr2,1,LIANA_mouseconsensus
Gm2506,Ccr3,1,LIANA_mouseconsensus
Gm2506,Grm7,1,LIANA_mouseconsensus
Gm2506,Mtnr1a,1,LIANA_mouseconsensus
Gm28040,Kiss1r,1,stCASE
Gm3934,Egfr,1,LIANA_mouseconsensus
Gm3934,Traf2,1,LIANA_mouseconsensus
Gm5849,Ager,1,stCASE
Gm5849,Tlr4,1,stCASE
Gm8909,Aplp2,1,SpaCcLink
Gm8909,Cd8a,1,COMMOT_CellChat
Gm8909,Cd8b1,1,COMMOT_CellChat
Gm8909,Erbb2,1,SpaCcLink
Gm8909,Kir3dl1,1,SpaCcLink
Gm8909,Kir3dl2,1,SpaCcLink
Gnai2,Adcy7,1,LIANA_mouseconsensus
Gnai2,Adcy8,1,LIANA_mouseconsensus
Gnai2,Adcy9,1,LIANA_mouseconsensus
Gnai2,Cxcr3,1,LIANA_mouseconsensus
Gnai2,Ednrb,1,LIANA_mouseconsensus
Gnai2,Ptpru,1,LIANA_mouseconsensus
Gnai2,S1pr1,1,LIANA_mouseconsensus
Gnai2,S1pr3,1,LIANA_mouseconsensus
Gnai2,S1pr4,1,LIANA_mouseconsensus
Gnai2,S1pr5,1,LIANA_mouseconsensus
Gnai2,Unc5b,1,LIANA_mouseconsensus
Gnas,Adcy1,1,LIANA_mouseconsensus
Gnas,Adcy7,1,LIANA_mouseconsensus
Gnas,Adcy8,1,LIANA_mouseconsensus
Gnas,Adcy9,1,LIANA_mouseconsensus
Gnas,Glp1r,1,LIANA_mouseconsensus
Gnb3,Gabbr2,1,LIANA_mouseconsensus
Gp1ba,Complex:itgam,1,stCASE
Gp1ba,Itgb2l,1,stCASE
Gp1ba,Selp,1,stCASE
Gp49a,Lair1,1,LIANA_mouseconsensus
Gpc3,Flt1,1,LIANA_mouseconsensus
Gpc3,Lrp1,1,LIANA_mouseconsensus
Gpc3,Lrp2,1,LIANA_mouseconsensus
Gpc3,Tnfrsf11b,1,LIANA_mouseconsensus
Gpc3,Unc5c,1,LIANA_mouseconsensus
Gpc3,Unc5d,1,LIANA_mouseconsensus
Gpc3,Vsig10l,1,LIANA_mouseconsensus
Gpha2,Epha6,1,LIANA_mouseconsensus
Gpi,Amfr,1,connectomeDB2020_lit
Gpi1,Ntrk1,1,LIANA_mouseconsensus
Gpr26,Htr1a,1,stCASE
Grn,Cd209a,1,LIANA_mouseconsensus
Grn,Egfr,1,LIANA_mouseconsensus
Grn,Ntrk1,1,LIANA_mouseconsensus
Grp,Fap,1,LIANA_mouseconsensus
Gstm7,Ryr2,1,LIANA_mouseconsensus
Gsto1,Ryr1,1,LIANA_mouseconsensus
Gstp1,Egfr,1,LIANA_mouseconsensus
Gstp2,Egfr,1,LIANA_mouseconsensus
Gstp3,Traf2,1,SpaCcLink
Guca2b,Gucy2d,1,connectomeDB2020_lit
Gzme,Chrm3,1,SpaCcLink
Gzme,Igf2r,1,SpaCcLink
H2-bl,Aplp2,1,SpaCcLink
H2-bl,Erbb2,1,SpaCcLink
H2-bl,Kir3dl2,1,SpaCcLink
H2-d1,Aplp2,1,SpaCcLink
H2-d1,Clec2m,1,stCASE
H2-d1,Complex:klrd1,1,stCASE
H2-d1,Erbb2,1,SpaCcLink
H2-d1,Kir3dl2,1,SpaCcLink
H2-d1,Klrk1,1,stCASE
H2-ea,Cd53,1,stCASE
H2-ea,Cd63,1,stCASE
H2-ea,Cd82,1,stCASE
H2-ea,Lag3,1,stCASE
H2-ea-ps,Cd4,1,LIANA_mouseconsensus
H2-ea-ps,Lag3,1,LIANA_mouseconsensus
H2-eb1,Lag3,1,LIANA_mouseconsensus
H2-eb2,Cd4,1,stCASE
H2-eb2,Cd53,1,stCASE
H2-eb2,Lag3,1,stCASE
H2-k1,Cd3d,1,LIANA_mouseconsensus
H2-k1,Cd3g,1,LIANA_mouseconsensus
H2-k1,Klrd1,1,stCASE
H2-m3,Cd4,1,LIANA_mouseconsensus
H2-m3,Clec2m,1,stCASE
H2-m3,Kir3dl2,1,stCASE
H2-q1,Aplp2,1,SpaCcLink
H2-q1,Erbb2,1,SpaCcLink
H2-q1,Kir3dl2,1,SpaCcLink
H2-q10,Aplp2,1,SpaCcLink
H2-q10,Erbb2,1,SpaCcLink
H2-q10,Kir3dl2,1,SpaCcLink
H2-q2,Aplp2,1,SpaCcLink
H2-q2,Erbb2,1,SpaCcLink
H2-q2,Kir3dl2,1,SpaCcLink
H2-q4,Aplp2,1,SpaCcLink
H2-q4,Erbb2,1,SpaCcLink
H2-q4,Kir3dl2,1,SpaCcLink
H2-q6,Aplp2,1,SpaCcLink
H2-q6,Erbb2,1,SpaCcLink
H2-q6,Kir3dl2,1,SpaCcLink
H2-q7,Aplp2,1,SpaCcLink
H2-q7,Erbb2,1,SpaCcLink
H2-q7,Kir3dl2,1,SpaCcLink
H2-t-ps,Klrc1,1,SpaCcLink
H2-t-ps,Klrc2,1,SpaCcLink
